Plant Name,Molecule,Canonical SMILES,Formula,MW,#Heavy atoms,#Aromatic heavy atoms,Fraction Csp3,#Rotatable bonds,#H-bond acceptors,#H-bond donors,MR,TPSA,iLOGP,XLOGP3,WLOGP,MLOGP,Silicos-IT Log P,Consensus Log P,ESOL Log S,ESOL Solubility (mg/ml),ESOL Solubility (mol/l),ESOL Class,Ali Log S,Ali Solubility (mg/ml),Ali Solubility (mol/l),Ali Class,Silicos-IT LogSw,Silicos-IT Solubility (mg/ml),Silicos-IT Solubility (mol/l),Silicos-IT class,GI absorption,BBB permeant,Pgp substrate,CYP1A2 inhibitor,CYP2C19 inhibitor,CYP2C9 inhibitor,CYP2D6 inhibitor,CYP3A4 inhibitor,log Kp (cm/s),Lipinski #violations,Ghose #violations,Veber #violations,Egan #violations,Muegge #violations,Bioavailability Score,PAINS #alerts,Brenk #alerts,Leadlikeness #violations,Synthetic Accessibility,Drug Score,Mutagenecity,Tumerogenicity,Irritant,Drug likeliness
Allium sativum,Apigenin,Oc1ccc(cc1)c1cc(=O)c2c(o1)cc(cc2O)O,C15H10O5,270.24,20,16,0,1,5,3,73.99,90.9,1.89,3.02,2.58,0.52,2.52,2.11,-3.94,3.07E-02,1.14E-04,Soluble,-4.59,6.88E-03,2.55E-05,Moderately soluble,-4.4,1.07E-02,3.94E-05,Moderately soluble,High,No,No,Yes,No,No,Yes,Yes,-5.8,0,0,0,0,0,0.55,0,0,0,2.96,0.47,Yes,no,no,1.21
Allium sativum,Quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C15H10O7,302.24,22,16,0,1,7,5,78.03,131.36,1.63,1.54,1.99,-0.56,1.54,1.23,-3.16,2.11E-01,6.98E-04,Soluble,-3.91,3.74E-02,1.24E-04,Soluble,-3.24,1.73E-01,5.73E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-7.05,0,0,0,0,0,0.55,1,1,0,3.23,0.3,Yes,yes,no,1.6
Allium sativum,Quercetin-3-beta-galactoside,OC[C@H]1O[C@@H](Oc2c(oc3c(c2=O)c(O)cc(c3)O)c2ccc(c(c2)O)O)[C@H]([C@@H]([C@H]1O)O)O,C21H20O12,464.38,33,16,0.29,4,12,8,110.16,210.51,2.23,0.36,-0.54,-2.59,-0.59,-0.23,-3.04,4.23E-01,9.10E-04,Soluble,-4.35,2.10E-02,4.51E-05,Moderately soluble,-1.51,1.43E+01,3.08E-02,Soluble,Low,No,Yes,No,No,No,No,No,-8.88,2,1,1,1,3,0.17,1,1,1,5.32,0.43,no,no,no,-2.17
Allium sativum,Se-Methylselenocysteine,C[Se]C[C@@H](C(=O)O)N,C4H9NO2Se,182.08,8,0,0.75,3,3,2,31.58,63.32,0,-2.47,-0.43,-2.61,-1.57,-1.42,0.79,1.11E+03,6.10E+00,Highly soluble,1.68,8.76E+03,4.81E+01,Highly soluble,-0.01,1.79E+02,9.82E-01,Soluble,High,No,No,No,No,No,No,No,-9.16,0,3,0,0,3,0.55,0,1,1,2.7,0.49,no,no,no,-10.6
Allium sativum,Citral,O=C/C=C(/CCC=C(C)C)\C,C10H16O,152.23,11,0,0.5,4,1,0,49.44,17.07,2.51,3.03,2.88,2.49,2.65,2.71,-2.43,5.67E-01,3.73E-03,Soluble,-3.05,1.34E-01,8.83E-04,Soluble,-1.96,1.66E+00,1.09E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.08,0,1,0,0,2,0.55,0,3,1,2.49,0.1,Yes,yes,yes,-7.31
Allium sativum,S-allyl-L-cysteine,N[C@H](C(=O)O)CSCC=C,C6H11NO2S,161.22,10,0,0.5,5,3,2,42.55,88.62,1.22,-2.07,0.32,-1.93,0.22,-0.45,0.79,1.00E+03,6.23E+00,Highly soluble,0.74,8.77E+02,5.44E+00,Highly soluble,-0.3,8.10E+01,5.02E-01,Soluble,High,No,No,No,No,No,No,No,-8.75,0,0,0,0,2,0.55,0,1,1,2.8,0.49,no,no,no,-8.97
Allium sativum,m-Coumaric acid,OC(=O)/C=C/c1cccc(c1)O,C9H8O3,164.16,12,6,0,2,3,2,45.13,57.53,1.14,1.79,1.38,1.28,1.22,1.36,-2.22,9.81E-01,5.98E-03,Soluble,-2.62,3.97E-01,2.42E-03,Soluble,-1.28,8.67E+00,5.28E-02,Soluble,High,Yes,No,No,No,No,No,No,-6.03,0,0,0,0,1,0.85,0,1,1,1.74,0.78,no,no,no,0.52
Allium sativum,Ajoene,C=CCSS/C=C/CS(=O)CC=C,C9H14OS3,234.4,13,0,0.33,8,1,0,67.41,86.88,2.74,1.71,3.87,2.1,2.2,2.52,-1.84,3.37E+00,1.44E-02,Very soluble,-3.15,1.66E-01,7.08E-04,Soluble,-2.32,1.11E+00,4.75E-03,Soluble,High,No,No,No,No,Yes,No,No,-6.52,0,0,0,0,0,0.55,0,2,2,4.33,0.46,no,no,no,-5.8
Allium sativum,(Z)-Ajoene,C=CCSSC=CCS(=O)CC=C,C9H14OS3,234.4,13,0,0.33,8,1,0,67.41,86.88,2.74,1.71,3.87,2.1,2.2,2.52,-1.84,3.37E+00,1.44E-02,Very soluble,-3.15,1.66E-01,7.08E-04,Soluble,-2.32,1.11E+00,4.75E-03,Soluble,High,No,No,No,No,Yes,No,No,-6.52,0,0,0,0,0,0.55,0,2,2,4.33,0.46,NO,no,no,-5.8
Allium sativum,Allyl alcohol,OCC=C,C3H6O,58.08,4,0,0.33,1,1,1,17.22,20.23,1.23,0.17,0.16,0.15,0.03,0.35,-0.24,3.33E+01,5.74E-01,Very soluble,-0.15,4.09E+01,7.04E-01,Very soluble,0.03,6.15E+01,1.06E+00,Soluble,High,No,No,No,No,No,No,No,-6.53,0,3,0,0,3,0.55,0,1,1,1,0.11,Yes,yes,yes,-4.94
Allium sativum,S-Allyl 1-propanesulfinothioate,CCCS(=O)SCC=C,C6H12OS2,164.29,9,0,0.67,5,1,0,46.35,61.58,2.21,1.4,2.85,1.28,0.97,1.74,-1.41,6.38E+00,3.89E-02,Very soluble,-2.3,8.29E-01,5.04E-03,Soluble,-2.05,1.47E+00,8.97E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.31,0,0,0,0,1,0.55,0,2,1,3.58,0.48,NO,no,no,-6.34
Allium sativum,Diallyl heptasulfide,C=CCSSSSSSSCC=C,C6H10S7,306.6,13,0,0.33,10,0,0,83.15,177.1,3.28,4.39,5.98,2.35,3.21,3.84,-3.85,4.36E-02,1.42E-04,Soluble,-7.83,4.58E-06,1.49E-08,Poorly soluble,-2.34,1.39E+00,4.54E-03,Soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-5.05,0,1,1,2,1,0.55,0,3,2,3.68,0.32,NO,no,no,-4.7
Allium sativum,Allylmethyltrisulfide,CSSSCC=C,C4H8S3,152.3,7,0,0.5,4,0,0,43.64,75.9,2.29,1.99,2.83,1.67,1.64,2.09,-1.77,2.56E+00,1.68E-02,Very soluble,-3.21,9.39E-02,6.16E-04,Soluble,-1.43,5.62E+00,3.69E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.82,0,2,0,0,2,0.55,0,2,1,3.32,0.47,no,no,no,-4.47
Allium sativum,Allixin,CCCCCc1oc(C)c(c(=O)c1O)OC,C12H18O4,226.27,16,6,0.58,5,4,1,62.65,59.67,3,2.78,2.4,0.46,3.24,2.38,-2.94,2.59E-01,1.14E-03,Soluble,-3.69,4.63E-02,2.05E-04,Soluble,-3.89,2.91E-02,1.29E-04,Soluble,High,Yes,No,Yes,Yes,No,No,No,-5.71,0,0,0,0,0,0.55,0,0,1,3.12,0.45,n0,no,no,-11.3
Allium sativum,Allyl pentasulfide,C=CCSSSSSCC=C,C6H10S5,242.47,11,0,0.33,8,0,0,67.96,126.5,3.01,3.51,4.68,2.35,2.79,3.27,-3.03,2.28E-01,9.41E-04,Soluble,-5.85,3.42E-04,1.41E-06,Moderately soluble,-2.14,1.75E+00,7.21E-03,Soluble,Low,No,No,No,Yes,Yes,No,No,-5.29,0,0,0,0,0,0.55,0,3,3,3.49,0.4,n0,no,no,-4.7
Allium sativum,Diallyl hexasulfide,C=CCSSSSSSCC=C,C6H10S6,274.53,12,0,0.33,9,0,0,75.55,151.8,3.17,3.95,5.33,2.35,3,3.56,-3.44,1.00E-01,3.66E-04,Soluble,-6.84,3.99E-05,1.45E-07,Poorly soluble,-2.25,1.56E+00,5.69E-03,Soluble,Low,No,No,Yes,Yes,Yes,No,Yes,-5.17,0,0,1,1,1,0.55,0,3,2,3.67,0.36,no,no,no,-4.7
Allium sativum,Allithiamine,OCCC(=C(N(Cc1cnc(nc1N)C)C=O)C)SSCC=C,C15H22N4O2S2,354.49,23,6,0.4,10,4,2,98.51,142.94,2.16,0.85,2.36,0.8,2.02,1.64,-2.11,2.77E+00,7.83E-03,Soluble,-3.43,1.30E-01,3.67E-04,Soluble,-3.11,2.73E-01,7.71E-04,Soluble,Low,No,Yes,No,No,No,No,No,-7.86,0,0,1,1,0,0.55,0,3,2,3.77,0.77,no,no,no,2.14
Allium sativum,Diallyl tetrasulfide,C=CCSSSSCC=C,C6H10S4,210.4,10,0,0.33,7,0,0,60.37,101.2,2.8,3.08,4.04,2.35,2.59,2.97,-2.62,5.01E-01,2.38E-03,Soluble,-4.87,2.82E-03,1.34E-05,Moderately soluble,-2.03,1.96E+00,9.31E-03,Soluble,High,No,No,No,No,Yes,No,No,-5.4,0,0,0,0,0,0.55,0,3,1,3.63,0.43,no,no,no,-4.7
Aster tataricus,(E)-Anethole,C/C=C/c1ccc(cc1)OC,C10H12O,148.2,11,6,0.2,2,1,0,47.83,9.23,2.55,3.3,2.62,2.67,2.79,2.79,-3.11,1.15E-01,7.77E-04,Soluble,-3.17,1.00E-01,6.77E-04,Soluble,-2.98,1.55E-01,1.04E-03,Soluble,High,Yes,No,Yes,No,No,No,No,-4.86,0,1,0,0,2,0.55,0,0,1,1.47,0.1,Yes,yes,no,-3.42
Aster tataricus,Quercetin3-O-alpha-rhamnopyranoside,Oc1cc(O)c2c(c1)oc(c(c2=O)O[C@@H]1O[C@@H](C)[C@@H]([C@H]([C@@H]1O)O)O)c1ccc(c(c1)O)O,C21H20O11,448.38,32,16,0.29,3,11,7,109,190.28,2.34,0.86,0.49,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,0.77,no,no,no,3.31
Aster tataricus,"(S)-2,3-Epoxysqualene",C/C(=C\CC/C=C(/CC/C=C(/CC[C@@H]1OC1(C)C)\C)\C)/CC/C=C(/CCC=C(C)C)\C,C30H50O,426.72,31,0,0.67,15,1,0,142.96,12.53,2.34,0.86,9.82,-1.84,0.01,0.37,-3.33,2.08E-01,4.64E-04,Soluble,-4.44,1.63E-02,3.63E-05,Moderately soluble,-2.08,3.69E+00,8.22E-03,Soluble,Low,No,Yes,No,No,No,No,No,-8.42,2,0,1,1,3,0.17,1,1,1,5.28,0.06,no,yes,no,-4.07
Aster tataricus,Shionone,CC(=CCC[C@]1(C)CC[C@]2([C@@](C1)(C)CC[C@@]1([C@@H]2CC[C@]2([C@H]1CCC(=O)[C@@H]2C)C)C)C)C,C30H50O,426.72,31,0,0.9,3,1,0,136.29,17.07,4.89,10,8.77,6.82,8.12,7.72,-8.59,1.10E-06,2.58E-09,Poorly soluble,-10.29,2.21E-08,5.17E-11,Insoluble,-7.91,5.26E-06,1.23E-08,Poorly soluble,Low,No,No,No,No,No,No,No,-1.8,1,3,0,1,2,0.55,0,1,2,5.63,0.13,no,no,no,-2.89
Atractylodes lancea,Syringin,OC/C=C/c1cc(OC)c(c(c1)OC)O[C@@H]1O[C@@H](CO)[C@@H]([C@@H]([C@H]1O)O)O,C17H24O9,372.37,26,6,0.53,7,9,5,89.63,138.07,2.11,-1.31,-1.22,-1.59,-0.13,-0.43,-1.03,3.46E+01,9.29E-02,Very soluble,-1.09,3.02E+01,8.10E-02,Very soluble,-0.34,1.71E+02,4.58E-01,Soluble,Low,No,No,No,No,No,No,No,-9.5,0,1,0,1,0,0.55,0,0,1,4.74,0.29,no,no,yes,-2.46
Atractylodes lancea,beta-Eudesmene,C=C1CCC[C@]2([C@H]1C[C@@H](CC2)C(=C)C)C,C15H24,204.35,15,0,0.73,1,0,0,68.78,0,3.31,5.44,4.73,4.63,4.43,4.51,-4.47,6.95E-03,3.40E-05,Moderately soluble,-5.2,1.30E-03,6.36E-06,Moderately soluble,-3.8,3.27E-02,1.60E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-3.68,1,0,0,0,2,0.55,0,1,2,3.42,0.34,no,no,no,-22.7
Atractylodes lancea,Adenosine,OC[C@@H]1O[C@H]([C@H]([C@H]1O)O)n1cnc2c1ncnc2N,C10H13N5O4,267.24,19,9,0.5,2,7,4,62.67,139.54,0.65,-1.05,-2.3,-2.72,-2.37,-1.56,-1.05,2.36E+01,8.83E-02,Very soluble,-1.39,1.08E+01,4.06E-02,Very soluble,0.41,6.85E+02,2.56E+00,Soluble,Low,No,No,No,No,No,No,No,-8.68,0,1,0,1,0,0.55,0,0,0,3.86,0.47,no,no,no,-6.79
Atractylodes lancea,Uridine,OC[C@@H]1O[C@@H]([C@H]([C@@H]1O)O)n1ccc(=O)[nH]c1=O,C9H12N2O6,244.2,17,6,0.56,2,6,4,54.27,124.78,0.56,-1.98,-3.18,-1.83,-1.39,-1.56,-0.24,1.42E+02,5.81E-01,Very soluble,-0.12,1.87E+02,7.64E-01,Very soluble,0.74,1.35E+03,5.55E+00,Soluble,Low,No,No,No,No,No,No,No,-9.2,0,1,0,0,0,0.55,0,0,1,3.76,0.49,no,no,no,-4.65
Atractylodes lancea,beta-Maaliene,CC1=C2[C@H]3[C@H](C3(C)C)CC[C@@]2(CCC1)C,C15H24,204.35,15,0,0.87,0,0,0,66.88,0,3.22,4.4,4.56,5.65,4.3,4.43,-3.88,2.70E-02,1.32E-04,Soluble,-4.12,1.56E-02,7.64E-05,Moderately soluble,-3.97,2.19E-02,1.07E-04,Soluble,Low,No,No,No,Yes,Yes,No,No,-4.42,1,0,0,0,1,0.55,0,1,2,4.2,0.08,Yes,yes,yes,-6.03
Atractylodes lancea,"(1R,2R,4S)-2-Hydroxy-1,8-cineole beta-D-glucopyranoside",OC[C@H]1O[C@@H](O[C@@H]2C[C@@H]3CC[C@@]2(C)OC3(C)C)[C@@H]([C@H]([C@H]1O)O)O,C16H28O7,332.39,23,0,1,3,7,4,80.66,108.61,1.59,-0.39,-0.46,-0.63,-0.13,0,-1.46,1.16E+01,3.49E-02,Very soluble,-1.43,1.24E+01,3.74E-02,Very soluble,-0.03,3.09E+02,9.31E-01,Soluble,High,No,Yes,No,No,No,No,No,-8.6,0,1,0,0,0,0.55,0,0,0,6.23,0.46,no,no,no,-6.65
Atractylodes lancea,Atractyloside A,OC[C@H]1O[C@@H](OC([C@@H]2CC[C@]([C@@H]3[C@@H](C2)[C@](C)(O)C(=O)C3)(O)CO)(C)C)[C@@H]([C@H]([C@@H]1O)O)O,C21H36O10,448.5,31,0,0.95,5,10,7,107.34,177.14,1.4,-2.21,-1.94,-1.95,-0.93,-1.12,-0.9,5.67E+01,1.26E-01,Very soluble,-0.98,4.72E+01,1.05E-01,Very soluble,0.58,1.71E+03,3.80E+00,Soluble,Low,No,No,No,No,No,No,No,-10.6,1,1,1,1,3,0.55,0,0,1,6.05,0.41,no,no,no,-8.13
Atractylodes lancea,Atractyloside B,OC[C@@H]1O[C@@H](OC([C@H]2CC[C@@]([C@H]3[C@H](C2)[C@](C)(O)[C@H](C3)O)(O)CO)(C)C)[C@H]([C@@H]([C@H]1O)O)O,C21H38O10,450.52,31,0,1,5,10,8,108.3,180.3,1.88,-2.22,-2.15,-1.8,-1.52,-1.16,-0.9,5.61E+01,1.25E-01,Very soluble,-1.03,4.17E+01,9.25E-02,Very soluble,1.28,8.53E+03,1.89E+01,Soluble,Low,No,Yes,No,No,No,No,No,-10.62,1,1,1,1,3,0.55,0,0,1,6.34,0.41,no,no,no,-7.97
Atractylodes lancea,Icariside F2,OC[C@@]1(O)CO[C@@H]([C@@H]1O)OC[C@H]1O[C@@H](OCc2ccccc2)[C@@H]([C@H]([C@H]1O)O)O,C18H26O10,402.39,28,6,0.67,7,10,6,91.41,158.3,1.48,-2.33,-2.68,-2.43,-1.42,-1.48,-0.56,1.10E+02,2.73E-01,Very soluble,-0.46,1.40E+02,3.49E-01,Very soluble,0.08,4.88E+02,1.21E+00,Soluble,Low,No,No,No,No,No,No,No,-10.41,1,1,1,1,3,0.55,0,0,1,5.17,0.44,no,no,no,-6.14
Baccharis genistelloides,Carquejol acetate,CC(=O)O[C@H]1C=CCC(=C)[C@@H]1C(=C)C,C12H16O2,192.25,14,0,0.42,3,2,0,57.55,26.3,2.46,2.76,2.63,2.47,2.36,2.53,-2.57,5.14E-01,2.67E-03,Soluble,-2.97,2.07E-01,1.08E-03,Soluble,-1.92,2.33E+00,1.21E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.51,0,0,0,0,1,0.55,0,1,1,3.76,0.45,NO,no,no,-14.5
Baccharis genistelloides,Palustrol,C[C@H]1CC[C@]2([C@@H]1[C@H]1[C@H](C1(C)C)CC[C@@H]2C)O,C15H26O,222.37,16,0,1,0,1,1,68.82,20.23,3.17,3.91,3.47,3.81,3,3.47,-3.68,4.62E-02,2.08E-04,Soluble,-4.03,2.06E-02,9.26E-05,Moderately soluble,-2.73,4.10E-01,1.85E-03,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.88,0,0,0,0,1,0.55,0,0,2,3.58,0.17,NO,yes,yes,-2.14
Baccharis latifolia,Preisocalamendiol,C=C1CCC=C(C)CC[C@H](C(=O)C1)C(C)C,C15H24O,220.35,16,0,0.67,1,1,0,71.36,17.07,2.99,3.39,4.29,3.46,4.09,3.65,-3.28,1.17E-01,5.30E-04,Soluble,-3.43,8.23E-02,3.74E-04,Soluble,-3.68,4.65E-02,2.11E-04,Soluble,High,Yes,No,No,No,Yes,No,No,-5.24,0,0,0,0,1,0.55,0,1,1,4.02,0.33,no,no,no,-8.88
Baccharis latifolia,"(3R-trans)-2,3,4,4a,5,6-Hexahydro-3-hydroxy-4a-methyl-7-(1-methylethyl)-1-naphthalenecarboxaldehyde",O=CC1=C2C=C(CC[C@]2(C[C@H](C1)O)C)C(C)C,C15H22O2,234.33,17,0,0.67,2,2,1,70.14,37.3,2.54,2.23,3.02,2.54,3.29,2.72,-2.57,6.37E-01,2.72E-03,Soluble,-2.65,5.26E-01,2.25E-03,Soluble,-2.73,4.39E-01,1.87E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.15,0,0,0,0,0,0.55,0,1,1,4.16,0.36,NO,no,yes,-8.47
Baccharis latifolia,Artepillin C,CC(=CCc1cc(/C=C/C(=O)O)cc(c1O)CC=C(C)C)C,C19H24O3,300.39,22,6,0.32,6,3,2,92.57,57.53,3.06,5.37,4.4,3.75,4.76,4.27,-4.89,3.86E-03,1.28E-05,Moderately soluble,-6.33,1.40E-04,4.66E-07,Poorly soluble,-3.81,4.62E-02,1.54E-04,Soluble,High,Yes,No,No,Yes,Yes,No,No,-4.32,0,0,0,0,1,0.85,0,2,1,2.96,0.32,NO,no,no,-5.13
Baccharis latifolia,"2beta,15-Dihydroxy-ent-7-labdene-2-O-methylmalonate",OCC[C@H](CC[C@@H]1C(=CC[C@H]2[C@]1(C)C[C@H](OC(=O)CC(=O)OC)CC2(C)C)C)C,C24H40O5,408.57,29,0,0.83,10,5,1,115.99,72.83,3.72,5.2,4.67,3.66,4.86,4.42,-4.99,4.19E-03,1.03E-05,Moderately soluble,-6.48,1.36E-04,3.34E-07,Poorly soluble,-4.81,6.37E-03,1.56E-05,Moderately soluble,High,No,No,No,No,No,Yes,Yes,-5.1,0,0,0,0,1,0.55,0,3,3,5.21,0.1,NO,no,yes,-23.1
Baccharis latifolia,"7,15-Dihydroxybisabol-10-ene",OC[C@@H]1CC[C@@H](CC1)[C@](CCC=C(C)C)(O)C,C15H28O2,240.38,17,0,0.87,5,2,2,73.99,40.46,3.3,3.14,3.28,2.74,3.16,3.12,-2.98,2.53E-01,1.05E-03,Soluble,-3.66,5.27E-02,2.19E-04,Soluble,-2.46,8.39E-01,3.49E-03,Soluble,High,Yes,No,No,No,No,No,No,-5.54,0,0,0,0,0,0.55,0,1,1,3.8,0.25,NO,no,yes,-3.69
Blumea balsamifera,Luteolin,Oc1cc(O)c2c(c1)oc(cc2=O)c1ccc(c(c1)O)O,C15H10O6,286.24,21,16,0,1,6,4,76.01,111.13,1.86,2.53,2.28,-0.03,2.03,1.73,-3.71,5.63E-02,1.97E-04,Soluble,-4.51,8.84E-03,3.09E-05,Moderately soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,1,0,3.02,0.84,NO,no,no,1.9
Blumea balsamifera,Protocatechuic acid,,,0,0,0,0,0,6,4,0,0,1.86,2.53,2.28,-0.03,2.03,1.73,-3.71,5.63E-02,1.97E-04,Soluble,-4.51,8.84E-03,3.09E-05,Moderately soluble,-3.82,4.29E-02,1.50E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.25,0,0,0,0,0,0.55,1,1,0,3.02,-,-,,,
Blumea balsamifera,Xanthoxylin,COc1cc(OC)cc(c1C(=O)C)O,C10H12O4,196.2,14,6,0.3,3,4,1,51.64,55.76,1.61,1.74,1.61,0.55,1.72,1.45,-2.27,1.05E+00,5.35E-03,Soluble,-2.53,5.82E-01,2.97E-03,Soluble,-2.42,7.49E-01,3.82E-03,Soluble,High,Yes,No,No,No,No,No,No,-6.26,0,0,0,0,1,0.55,0,0,1,1.49,0.63,NO,no,no,-0.77
Blumea balsamifera,"3,5,2'-Trihydroxy-7,5'-dimethoxyflavone",COc1ccc(c(c1)c1oc2cc(OC)cc(c2c(=O)c1O)O)O,C17H14O7,330.29,24,16,0.12,3,7,3,86.97,109.36,2.75,2.19,2.59,-0.07,2.59,2.01,-3.56,9.04E-02,2.74E-04,Soluble,-4.12,2.50E-02,7.58E-05,Moderately soluble,-4.63,7.71E-03,2.33E-05,Moderately soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.76,0,0,0,0,0,0.55,0,0,0,3.48,0.45,Yes,no,no,1.07
Blumea balsamifera,Quercetin,Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C15H10O7,302.24,22,16,0,1,7,5,78.03,131.36,1.63,1.54,1.99,-0.56,1.54,1.23,-3.16,2.11E-01,6.98E-04,Soluble,-3.91,3.74E-02,1.24E-04,Soluble,-3.24,1.73E-01,5.73E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-7.05,0,0,0,0,0,0.55,1,1,0,3.23,0.3,Yes,yes,no,1.6
Blumea balsamifera,Rhamnetin,COc1cc(O)c2c(c1)oc(c(c2=O)O)c1ccc(c(c1)O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.23,1.87,2.29,-0.31,2.06,1.63,-3.36,1.38E-01,4.35E-04,Soluble,-4.02,3.03E-02,9.57E-05,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,No,Yes,Yes,-6.9,0,0,0,0,0,0.55,1,1,0,3.3,0.49,Yes,no,no,1.7
Blumea balsamifera,Tamarixetin,COc1ccc(cc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,C16H12O7,316.26,23,16,0.06,2,7,4,82.5,120.36,2.24,2.95,2.29,-0.31,2.06,1.85,-4.04,2.87E-02,9.08E-05,Moderately soluble,-5.14,2.29E-03,7.24E-06,Moderately soluble,-3.94,3.65E-02,1.15E-04,Soluble,High,No,No,Yes,No,Yes,Yes,Yes,-6.13,0,0,0,0,0,0.55,0,0,0,3.26,0.49,Yes,no,no,1.78
Blumea balsamifera,"3,5,7,2'-Tetrahydroxy-5'-methoxyflavanone",COc1ccc(c(c1)[C@H]1Oc2cc(O)cc(c2C(=O)[C@H]1O)O)O,C16H14O7,318.28,23,12,0.19,2,7,4,79.22,116.45,1.98,1.28,1.16,-0.39,1.19,1.04,-2.87,4.26E-01,1.34E-03,Soluble,-3.32,1.51E-01,4.73E-04,Soluble,-2.72,6.05E-01,1.90E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,0,0,3.68,0.83,NO,no,no,1.52
Blumea balsamifera,"3,5,2'-Trihydroxy-7,5'-dimethoxyflavanone",COc1ccc(c(c1)[C@H]1Oc2cc(OC)cc(c2C(=O)[C@H]1O)O)O,C17H16O7,332.3,24,12,0.24,3,7,3,83.69,105.45,2.23,1.6,1.47,-0.14,1.71,1.37,-3.08,2.76E-01,8.31E-04,Soluble,-3.43,1.25E-01,3.75E-04,Soluble,-3.42,1.28E-01,3.84E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.19,0,0,0,0,0,0.55,0,0,0,3.79,0.81,N0,no,no,1.52
Blumea balsamifera,Taxifolin 4'-methyl ether,COc1ccc(cc1O)[C@H]1Oc2cc(O)cc(c2C(=O)[C@@H]1O)O,C16H14O7,318.28,23,12,0.19,2,7,4,79.22,116.45,2.1,1.28,1.16,-0.39,1.19,1.07,-2.87,4.26E-01,1.34E-03,Soluble,-3.32,1.51E-01,4.73E-04,Soluble,-2.72,6.05E-01,1.90E-03,Soluble,High,No,Yes,No,No,No,No,No,-7.33,0,0,0,0,0,0.55,0,0,0,3.62,0.87,N0,no,no,2.21
Blumea balsamifera,"Taxifolin 7,3'-dimethyl ether",COc1cc2O[C@H](c3ccc(c(c3)OC)O)[C@@H](C(=O)c2c(c1)O)O,C17H16O7,332.3,24,12,0.24,3,7,3,83.69,105.45,2.53,1.6,1.47,-0.14,1.71,1.43,-3.08,2.76E-01,8.31E-04,Soluble,-3.43,1.25E-01,3.75E-04,Soluble,-3.42,1.28E-01,3.84E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.19,0,0,0,0,0,0.55,0,0,0,3.77,0.82,NO,no,no,1.61
Blumea balsamifera,"Taxifolin 7,4'-dimethyl ether",COc1cc2O[C@@H](c3ccc(c(c3)O)OC)[C@@H](C(=O)c2c(c1)O)O,C17H16O7,332.3,24,12,0.24,3,7,3,83.69,105.45,2.71,1.6,1.47,-0.14,1.71,1.47,-3.08,2.76E-01,8.31E-04,Soluble,-3.43,1.25E-01,3.75E-04,Soluble,-3.42,1.28E-01,3.84E-04,Soluble,High,No,Yes,No,No,No,No,No,-7.19,0,0,0,0,0,0.55,0,0,0,3.73,0.85,NO,no,no,2.21
Blumea balsamifera,(-)-Borneol,O[C@@H]1C[C@H]2C([C@]1(C)CC2)(C)C,C10H18O,154.25,11,0,1,0,1,1,46.6,20.23,2.46,2.72,2.19,2.45,2.27,2.42,-2.51,4.77E-01,3.09E-03,Soluble,-2.8,2.45E-01,1.59E-03,Soluble,-1.91,1.92E+00,1.24E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.31,0,1,0,0,2,0.55,0,0,1,3.43,0.48,NO,no,no,-3.53
Blumea balsamifera,(-)-Blumealactone C,,,0,0,0,1,0,1,1,0,0,2.46,2.72,2.19,2.45,2.27,2.42,-2.51,4.77E-01,3.09E-03,Soluble,-2.8,2.45E-01,1.59E-03,Soluble,-1.91,1.92E+00,1.24E-02,Soluble,High,Yes,No,No,No,No,No,No,-5.31,0,1,0,0,2,0.55,0,0,1,3.43,-,-,-,-,-
